date,Cases of acute respiratory infections,Cases of severe acute respiratory infections,Cases of influenza-like illnesses,Reported deaths caused by severe acute respiratory infections,A H1N12009 - Sentinel surveillance,A H1N12009 - Undefined surveillance,A H1N12009 - All types of surveillance,A H3 - Sentinel surveillance,A H3 - Undefined surveillance,A H3 - All types of surveillance,A H5 - Undefined surveillance,A H5 - All types of surveillance,A (unknown subtype) - Undefined surveillance,A (unknown subtype) - All types of surveillance,Influenza A - Sentinel surveillance,Influenza A - Undefined surveillance,Influenza A - All types of surveillance,B Victoria - Sentinel surveillance,B Victoria - Undefined surveillance,B Victoria - All types of surveillance,B (unknown lineage) - Sentinel surveillance,B (unknown lineage) - Undefined surveillance,B (unknown lineage) - All types of surveillance,Influenza B - Sentinel surveillance,Influenza B - Undefined surveillance,Influenza B - All types of surveillance,All strains - Sentinel surveillance,All strains - Undefined surveillance,All strains - All types of surveillance,Share of positive tests - Undefined surveillance,Share of positive tests - All types of surveillance,A H1N12009,A H3,A (unknown subtype),B Victoria,B Yamagata,B (unknown lineage),A H1N12009.1,A H1.1,A H3.1,A (unknown subtype).1,B Victoria.1,B Yamagata.1,B (unknown lineage).1,A H1N12009.2,A H3.2,A (unknown subtype).2,B Victoria.2,B Yamagata.2,B (unknown lineage).2,A H1N12009.3,A H1.3,A H3.3,A H5.3,A (unknown subtype).3,B Victoria.3,B Yamagata.3,B (unknown lineage).3,reported_sari_icu,outpatients_ari,outpatients_ili,inpatients_sari,inpatients_sari_icu,inf_negativenonsentinel,inf_negativenotdefined,spec_processed_nbnotdefined,spec_processed_nbsentinel,spec_received_nbnonsentinel,spec_received_nbnotdefined,spec_received_nbsentinel,inf_negativecombined,spec_processed_nbcombined,spec_received_nbcombined,date,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,ILITOTAL,NUM. OF PROVIDERS,OT
4/21/2014,1182473,2584,353693,93,20,306,434,15,627,889,0,0,236,477,45,1183,1819,17,10,27,12,1316,1473,88,1498,1739,134,2684,3563,10.60953435,11.11700468,434,889,477,27,239,1473,20,0,15,3,17,59,12,105,239,237,0,7,144,306,0,627,0,236,10,172,1316,27,1655257,3405377,38427,182,0,,25298,356,0,24187,0,,32050,24187,4/21/2014 0:00,1.44778,1.40334,2846,3770,10814,1771,770592
4/28/2014,958512,2387,340383,66,9,310,394,15,607,817,0,0,202,349,26,1127,1573,8,10,18,13,1203,1380,47,1389,1608,79,2524,3193,10.68585944,10.90207594,394,817,349,18,205,1380,9,0,15,0,8,26,13,74,186,147,0,8,160,310,0,607,0,202,10,171,1203,38,1497070,2968121,35886,129,0,,23620,283,0,22720,0,,29288,22720,4/28/2014 0:00,1.29028,1.2593,2501,3591,9648,1746,766139
5/5/2014,1024923,2657,341646,111,5,298,350,10,583,683,0,0,175,313,16,1064,1360,5,11,16,4,1018,1148,28,1159,1319,45,2224,2682,9.260878618,9.140481221,350,683,313,16,154,1148,5,0,10,0,5,19,4,46,89,138,0,6,125,298,0,583,0,175,11,129,1018,33,1717029,3106236,42558,160,0,2,24015,237,0,22641,0,2,29342,22641,5/5/2014 0:00,1.37388,1.32482,2789,3615,9775,1714,737834
5/12/2014,1105474,2802,340828,87,6,234,280,7,622,672,0,0,246,280,14,1126,1242,6,9,15,6,808,915,25,930,1057,43,2059,2309,8.714975028,8.511814797,280,672,280,15,116,915,6,0,7,1,6,13,6,22,41,30,0,0,94,234,0,622,0,246,9,98,808,43,1801339,3121449,31338,149,0,1,23626,237,0,20550,0,1,27127,20550,5/12/2014 0:00,1.34208,1.27576,2544,3256,9033,1660,708049
5/19/2014,1080254,2790,355322,92,0,176,193,9,611,656,0,0,204,210,9,998,1064,6,10,16,1,648,716,12,747,826,22,1745,1891,8.001283874,7.822777479,193,656,210,16,86,716,0,0,9,0,6,5,1,15,36,6,0,0,66,176,0,611,0,204,10,78,648,25,1865890,3475439,30054,150,0,6,21809,81,0,19360,0,6,24173,19360,5/19/2014 0:00,1.34563,1.29483,2733,3068,8797,1570,679395
5/26/2014,987442,3064,335067,100,5,167,179,2,738,743,0,0,170,177,8,1091,1112,5,5,10,2,498,506,12,610,628,20,1702,1743,7.982740022,7.630012257,179,743,177,10,103,506,5,0,2,1,5,5,2,2,2,6,0,0,6,167,0,738,0,170,5,97,498,47,3263660,4986143,30148,131,0,3,21321,24,0,18822,0,3,22844,18822,5/26/2014 0:00,1.21291,1.2261,2528,2459,7658,1554,624582
6/2/2014,956336,3093,353037,123,1,205,212,0,1010,1013,1,1,126,130,1,1359,1372,0,5,5,0,366,371,1,505,511,2,1865,1884,8.288888889,7.901027469,212,1013,130,5,132,371,1,0,0,0,0,1,0,5,3,4,0,0,5,205,0,1010,1,126,5,131,366,34,3136934,5036983,28598,141,0,2,22500,22,0,18763,0,2,23845,18763,6/2/2014 0:00,1.19291,1.14538,2383,2349,7229,1461,631143
6/9/2014,894077,3287,349433,122,1,223,224,1,1283,1291,0,0,124,126,4,1635,1646,1,10,11,1,324,327,4,444,450,8,2079,2096,9.223193292,8.768406961,224,1291,126,11,112,327,1,0,1,0,1,2,1,0,5,2,0,0,2,223,0,1283,0,124,10,110,324,23,3316169,5051231,29758,176,0,,22541,22,0,18736,0,,23904,18736,6/9/2014 0:00,1.14146,1.0678,2227,2181,6783,1461,635233
6/16/2014,888644,3067,351416,127,0,204,204,3,1214,1219,0,0,121,125,3,1544,1554,0,6,6,0,328,334,4,448,458,7,1994,2014,9.175831761,8.740940063,204,1219,125,6,108,334,0,0,3,0,0,4,0,0,2,4,0,0,6,204,0,1214,0,121,6,103,328,36,3202520,5052625,23535,146,0,,21731,24,0,18651,0,,23041,18651,6/16/2014 0:00,1.06503,1.07269,2159,2009,6369,1392,593740
6/23/2014,853611,3130,344881,134,0,225,227,2,1361,1365,1,1,151,152,2,1746,1752,0,8,8,0,304,306,2,386,390,4,2132,2142,10.16109046,9.677856594,227,1365,152,8,67,306,0,0,2,0,0,2,0,1,1,1,0,0,2,225,0,1361,1,151,8,65,304,37,2937307,4980514,22657,174,0,,20982,23,0,17023,0,,22133,17023,6/23/2014 0:00,1.12669,1.01298,2049,1917,6038,1411,596063
6/30/2014,836025,2750,299314,113,0,264,264,1,1615,1619,0,0,216,217,1,2097,2102,0,5,5,0,312,318,0,406,411,1,2503,2513,12.37332542,11.7594759,264,1619,217,5,82,318,0,0,1,0,0,0,0,0,3,1,0,0,5,264,0,1615,0,216,5,82,312,31,2965154,4663866,22098,177,0,,20229,20,0,16788,0,,21370,16788,6/30/2014 0:00,0.947353,0.994705,1865,1688,5352,1388,538049
7/7/2014,829432,2728,299858,89,0,320,323,0,1962,1965,0,0,183,187,0,2468,2478,0,7,7,0,280,284,0,396,401,0,2864,2879,13.45738183,12.88143177,323,1965,187,7,99,284,0,0,0,0,0,0,0,3,3,4,0,0,4,320,0,1962,0,183,7,97,280,29,3250119,4795361,22858,157,0,,21282,19,0,17607,0,,22350,17607,7/7/2014 0:00,0.944187,0.880862,1758,1623,5295,1394,601116
7/14/2014,797509,2708,303460,108,1,342,346,3,2060,2065,0,0,217,218,4,2623,2632,0,14,14,0,300,301,1,422,424,5,3046,3057,15.00714391,14.36762702,346,2065,218,14,102,301,1,0,3,0,0,1,0,2,2,1,0,0,1,342,0,2060,0,217,14,99,300,25,3328306,5015248,22297,162,0,10,20297,8,0,16892,0,10,21277,16892,7/14/2014 0:00,0.934822,0.858173,1582,1621,5083,1376,592305
7/21/2014,669983,2859,272239,123,0,347,347,1,1974,1981,0,0,210,211,1,2539,2546,0,15,15,0,313,315,0,417,419,1,2956,2965,15.27175036,14.58077207,347,1981,211,15,75,315,0,0,1,0,0,0,0,0,5,1,0,0,2,347,0,1974,0,210,15,74,313,33,3360373,4898781,22466,135,0,5,19356,15,0,16448,0,5,20335,16448,7/21/2014 0:00,0.81736,0.805152,1455,1450,4765,1372,591814
7/28/2014,637690,2385,263890,85,0,358,358,1,1896,1899,0,0,230,232,1,2485,2490,0,11,11,0,305,311,0,405,408,1,2893,2901,16.14487416,15.33541259,358,1899,232,11,69,311,0,0,1,0,0,0,0,0,2,2,0,0,3,358,0,1896,0,230,11,69,305,18,3321394,4913005,19912,127,0,5,17919,6,0,15840,0,5,18917,15840,7/28/2014 0:00,0.852792,0.818781,1450,1655,4942,1378,603580
8/4/2014,587730,2467,169009,112,0,352,352,2,1673,1676,0,0,249,250,2,2278,2282,0,7,7,0,377,378,1,462,464,3,2742,2748,15.76224419,15.10637128,352,1676,250,7,52,378,0,0,2,0,0,1,0,0,1,1,0,0,1,352,0,1673,0,249,7,51,377,21,3082955,4696864,21498,91,0,1,17396,7,0,16160,0,1,18191,16160,8/4/2014 0:00,0.746994,0.783735,1460,1528,4744,1382,605307
8/11/2014,603031,2247,174666,85,0,379,380,2,1558,1562,0,0,214,215,2,2154,2160,0,10,10,0,414,414,0,525,525,2,2679,2685,15.01429132,14.35291602,380,1562,215,10,81,414,0,0,2,0,0,0,0,1,2,1,0,0,0,379,0,1558,0,214,10,81,414,22,1581866,3710926,22254,104,0,3,17843,11,0,16593,0,3,18707,16593,8/11/2014 0:00,0.761098,0.848703,1528,1631,4980,1369,586778
8/18/2014,623827,2479,182966,69,1,437,440,3,1425,1429,0,0,251,253,4,2123,2131,0,5,5,0,434,435,1,526,528,5,2651,2661,14.1726811,13.56061764,440,1429,253,5,76,435,1,0,3,0,0,1,0,1,1,2,0,0,1,437,0,1425,0,251,5,75,434,21,1510162,3669247,21554,105,0,1,18705,12,0,16595,0,1,19623,16595,8/18/2014 0:00,0.767627,0.834146,1569,1813,5305,1371,635980
8/25/2014,701492,2356,376789,67,0,321,322,6,1254,1264,0,0,270,270,6,1848,1858,0,5,5,0,351,354,0,483,485,6,2332,2344,12.31776886,11.83240787,322,1264,270,5,125,354,0,0,6,0,0,0,0,0,4,0,0,0,2,321,0,1254,0,270,5,125,351,22,1794431,3377654,20934,110,0,7,18932,16,0,17135,0,7,19810,17135,8/25/2014 0:00,0.862176,0.905981,1684,2184,5799,1353,640080
9/1/2014,690214,2300,191059,99,0,282,282,5,1142,1148,0,0,205,206,5,1629,1636,0,7,7,0,434,435,1,541,543,6,2173,2182,10.91685506,10.63093788,282,1148,206,7,95,435,0,0,5,0,0,1,0,0,1,1,0,0,1,282,0,1142,0,205,7,94,434,32,1768111,3582575,22569,163,0,8,19905,24,0,18666,0,8,20525,18666,9/1/2014 0:00,0.984907,1.04506,1753,2258,6050,1352,578913
9/8/2014,776145,2248,200771,93,1,204,207,12,958,974,0,0,189,190,13,1360,1378,0,11,11,0,347,353,0,483,487,13,1843,1865,8.495436526,8.324406356,207,974,190,11,123,353,1,0,12,0,0,0,0,0,4,1,0,0,4,204,0,958,0,189,11,123,347,21,1832735,3759053,23300,201,0,8,21694,25,0,20394,0,8,22404,20394,9/8/2014 0:00,1.16287,1.16816,2300,3316,8130,1401,695966
9/15/2014,836372,2279,203524,93,3,138,142,7,766,776,0,0,141,142,10,1047,1061,0,2,2,0,392,394,0,506,507,10,1553,1568,7.119607573,6.930999425,142,776,142,2,105,394,3,0,7,0,0,0,0,0,3,1,0,0,1,138,0,766,0,141,2,105,392,27,1795055,3600096,22858,167,0,5,21813,35,0,21152,0,5,22623,21152,9/15/2014 0:00,1.22731,1.27649,2535,3650,8888,1405,696282
9/22/2014,836511,2347,195770,74,2,78,82,11,589,604,0,0,140,146,13,810,833,0,5,5,0,315,321,2,418,425,15,1229,1259,5.270380377,4.982981081,82,604,146,5,98,321,2,0,11,0,0,2,0,0,1,1,0,0,2,78,0,589,0,140,5,96,315,23,1805244,3518752,24502,161,0,4,23319,50,0,21254,0,4,25266,21254,9/22/2014 0:00,1.2071,1.29758,2522,3447,8874,1407,683887
9/29/2014,1339721,2521,203188,119,0,57,58,19,631,661,1,1,138,146,19,832,870,0,5,5,0,357,365,3,439,450,22,1276,1325,4.594390235,4.101405312,58,661,146,5,80,365,0,0,19,0,0,3,0,1,10,8,0,0,8,57,0,631,1,138,5,77,357,21,1747884,3618718,26224,172,0,,27773,293,0,25816,0,,32306,25816,9/29/2014 0:00,1.16191,1.20612,2958,3994,10150,1937,841540
10/6/2014,1329128,2360,200633,100,0,53,58,8,630,645,0,0,190,199,9,881,910,0,3,3,3,365,382,4,442,460,13,1325,1372,4.444668076,3.950588845,58,645,199,3,74,382,0,0,8,0,0,1,3,5,7,8,0,0,14,53,0,630,0,190,3,73,365,30,1636888,3619416,25248,173,0,,29811,417,0,27409,0,,34729,27409,10/6/2014 0:00,1.30905,1.32485,3055,4437,10977,1960,828544
10/13/2014,1382692,2531,196803,78,1,41,43,7,652,674,0,0,250,261,8,949,983,0,4,4,0,369,383,1,431,447,11,1380,1432,4.354411208,3.854850867,43,674,261,4,59,383,1,0,7,0,0,1,0,1,14,11,0,0,13,41,0,652,0,250,4,58,369,23,1553901,3451443,25074,125,0,,31692,487,0,30079,0,,37148,30079,10/13/2014 0:00,1.37072,1.41192,3442,4728,11941,2000,845727
10/20/2014,1436786,2515,174255,105,1,63,68,16,648,677,0,0,261,279,18,993,1044,0,3,3,2,342,364,5,422,447,23,1415,1497,4.708191921,4.246085773,68,677,279,3,76,364,1,0,16,0,0,2,2,4,12,17,0,1,19,63,0,648,0,261,3,73,342,27,1835774,3588423,25312,156,0,,30054,502,0,29082,0,,35256,29082,10/20/2014 0:00,1.43373,1.42547,3455,4955,12292,2008,862314
10/27/2014,1364830,2160,174384,100,3,35,40,32,779,818,0,0,345,360,37,1170,1229,0,7,7,0,332,347,0,396,411,38,1567,1644,5.057938737,4.546837404,40,818,360,7,54,347,3,0,32,1,0,0,0,2,7,13,0,0,12,35,0,779,0,345,7,54,332,27,1643225,3404251,25728,185,0,14,30981,492,0,29174,0,14,36157,29174,10/27/2014 0:00,1.42791,1.43909,3632,5102,12313,2053,855608
11/3/2014,1301932,2374,189104,123,3,43,56,35,1096,1150,0,0,540,554,38,1698,1779,0,4,4,0,346,359,1,409,425,40,2111,2208,6.401043088,5.748054044,56,1150,554,4,60,359,3,0,35,0,0,1,0,10,18,14,0,1,13,43,0,1096,0,540,4,58,346,32,1599217,3398481,24571,164,0,7,32979,592,0,30895,0,7,38413,30895,11/3/2014 0:00,1.61605,1.61532,4277,5799,13853,2058,857601
11/10/2014,1384700,2401,206031,98,1,45,55,88,1411,1537,1,1,681,706,91,2170,2329,0,9,9,6,288,305,9,372,397,104,2545,2732,7.540070512,6.82539286,55,1537,706,9,74,305,1,0,88,0,0,2,6,6,38,24,0,4,10,45,0,1411,1,681,9,67,288,24,1581566,3819272,25143,168,0,14,33753,696,0,31651,0,14,40027,31651,11/10/2014 0:00,1.65976,1.66473,4424,5816,14062,1997,844700
11/17/2014,1424010,2135,225308,92,2,48,58,113,2137,2280,2,2,1384,1412,119,3583,3764,0,9,9,11,322,343,15,427,461,134,4011,4226,11.13362571,9.900665355,58,2280,1412,9,101,343,2,0,113,2,0,3,11,8,29,25,0,8,10,48,0,2137,2,1384,9,90,322,28,1588280,3708378,25400,151,0,8,36026,863,0,34900,0,8,42684,34900,11/17/2014 0:00,2.05459,2.0058,4740,7322,16674,2058,831289
11/24/2014,1450439,2029,233223,84,5,67,82,208,2914,3185,4,4,2572,2587,214,5572,5872,0,6,6,14,402,448,17,485,549,241,6057,6429,15.79070859,14.12315195,82,3185,2587,6,84,448,5,0,208,1,0,1,14,10,62,14,0,10,32,67,0,2914,4,2572,6,70,402,22,1685558,3565895,25225,164,0,19,38358,976,0,38103,0,19,45521,38103,11/24/2014 0:00,2.53541,2.62227,5432,6848,17602,2067,671251
12/1/2014,1532670,2207,238483,107,6,67,87,333,4302,4707,4,4,3453,3524,341,7846,8343,0,6,6,2,423,458,4,510,557,348,8359,8904,19.46125908,17.61772853,87,4707,3524,6,89,458,6,0,333,0,0,2,2,14,68,71,0,9,29,67,0,4302,4,3453,6,78,423,24,1530953,3549859,24320,182,0,13,42952,980,0,42447,0,13,50540,42447,12/1/2014 0:00,2.54253,2.60749,6185,9106,22905,2097,878430
12/8/2014,1594725,2141,258110,98,12,89,122,433,6370,6930,2,2,5172,5285,450,11645,12356,0,9,9,7,527,574,16,677,754,477,12322,13115,23.75737477,21.59594263,122,6930,5285,9,159,574,12,0,433,2,0,8,7,21,119,111,0,15,36,89,0,6370,2,5172,9,132,527,23,1474908,3603041,24076,176,0,12,51866,1108,0,51375,0,12,60729,51375,12/8/2014 0:00,3.60563,3.4178,7424,13050,29172,2069,853532
12/15/2014,1552422,2102,271494,50,33,93,167,623,8530,9388,3,3,7922,8223,676,16551,17791,1,10,11,11,540,627,19,759,890,715,17313,18690,27.12743454,25.45003949,167,9388,8223,11,230,627,33,0,623,7,1,6,11,41,233,277,0,21,71,93,0,8530,3,7922,10,191,540,20,1620685,3720325,23492,146,0,23,63821,1205,0,63720,0,23,73438,63720,12/15/2014 0:00,4.90976,4.46555,9270,16418,37382,2016,837119
12/22/2014,1305825,2090,277729,90,19,126,178,467,9189,9928,5,5,10401,10702,492,19740,20862,0,10,10,9,623,728,19,983,1135,522,20727,22004,30.33722666,28.9602527,178,9928,10702,10,364,728,19,0,467,1,0,8,9,32,270,296,0,31,88,126,0,9189,5,10401,10,322,623,17,1156725,3489473,21681,148,0,9,68322,797,0,69220,0,9,75980,69220,12/22/2014 0:00,5.98221,6.11497,10363,13951,40533,1984,662849
12/29/2014,1042677,1511,332439,78,32,76,222,134,9071,9696,7,7,9271,9926,175,18432,19866,0,4,4,4,600,789,10,977,1224,209,19416,21098,28.59625609,26.95816616,222,9696,9926,4,415,789,32,0,134,0,0,2,4,88,387,477,0,29,138,76,0,9071,7,9271,4,361,600,17,874301,865761,21843,200,0,9,67897,669,0,71962,0,9,78262,71962,12/29/2014 0:00,5.47421,5.30979,9732,9406,36891,1983,694773
1/5/2015,1131194,3277,367790,163,104,152,468,829,9381,10749,9,9,6768,7851,949,16324,19095,0,14,14,26,709,1039,84,1385,1840,1045,17728,20965,25.40192005,25.09456095,468,10749,7851,14,767,1039,104,0,829,0,0,57,26,200,519,1081,0,66,304,152,0,9381,9,6768,14,644,709,39,1390390,5388311,30531,642,0,1683,69790,1302,0,71022,0,1683,83544,71022,1/5/2015 0:00,4.21374,4.07898,7160,9589,31483,1958,771835
1/12/2015,1409666,3235,398346,150,212,146,676,882,9340,11076,6,6,5710,7187,1119,15225,18992,0,15,15,49,993,1431,135,1858,2458,1264,17103,21476,25.9920062,26.13224307,676,11076,7187,15,996,1431,212,0,882,6,0,75,49,312,841,1464,0,76,388,146,0,9340,6,5710,15,845,993,50,1426730,5286892,32695,658,0,1848,65801,1799,0,66262,0,1848,82182,66262,1/12/2015 0:00,4.21022,3.93762,7044,11966,31204,1971,792459
1/19/2015,1525553,2962,564340,148,228,195,815,1051,8703,11071,10,10,5346,7426,1379,14277,19509,0,25,25,69,1083,1736,160,2030,2860,1549,16315,22385,26.14457638,27.60785378,815,11071,7426,25,1077,1736,228,0,1051,12,0,81,69,389,1296,2056,0,80,582,195,0,8703,10,5346,25,915,1083,45,1616688,5303915,31076,627,0,1805,62403,2184,0,63603,0,1805,81082,63603,1/19/2015 0:00,4.25968,4.15076,7840,13949,33221,1966,800359
1/26/2015,1758551,3032,762691,168,241,266,951,1094,7702,10316,14,14,4479,7599,1431,12479,18939,1,36,37,125,1257,2304,200,2173,3389,1653,14661,22357,24.27760023,26.75786626,951,10316,7599,37,1025,2304,241,0,1094,22,1,65,125,437,1494,3027,0,94,920,266,0,7702,14,4479,36,866,1257,58,1619402,5289352,31418,600,0,1715,60389,2540,0,62605,0,1715,83553,62605,1/26/2015 0:00,3.97761,3.87899,7118,13159,30621,1955,789407
2/2/2015,1870126,3454,850627,149,210,391,1123,1014,6323,9179,7,7,3897,8226,1329,10630,18572,3,17,20,141,1435,2866,264,2284,3930,1630,12925,22547,23.0671759,27.97463957,1123,9179,8226,20,978,2866,210,0,1014,35,3,85,141,511,1828,4244,0,71,1284,391,0,6323,7,3897,17,820,1435,59,1510069,5362750,31956,611,0,1829,56032,2606,0,58195,0,1829,80598,58195,2/2/2015 0:00,3.63443,3.45794,6656,12093,28151,1950,814097
2/9/2015,1837322,3257,833723,145,211,579,1323,938,4773,7911,14,14,3157,8116,1284,8530,17406,0,26,26,210,1755,3684,335,2653,4816,1631,11198,22240,21.15264739,27.54111353,1323,7911,8116,26,1062,3684,211,0,938,44,0,101,210,525,2173,4855,0,96,1699,579,0,4773,14,3157,26,864,1755,45,1590284,5426570,31260,585,0,1909,52939,2704,0,55301,0,1909,80752,55301,2/9/2015 0:00,3.26527,3.06359,6429,10328,25218,1917,823153
2/16/2015,1937183,3319,729186,151,182,979,1761,812,3644,6632,14,14,2419,7449,1103,7065,15913,1,15,17,288,2106,4681,430,2862,5672,1543,9928,21595,20.23974558,27.88322487,1761,6632,7449,17,916,4681,182,0,812,27,1,112,288,581,2168,4944,0,85,2264,979,0,3644,14,2419,15,719,2106,39,1593033,5289445,32029,608,0,1855,49052,2482,0,49960,0,1855,77448,49960,2/16/2015 0:00,2.93083,2.82646,5537,8164,21109,1907,746836
2/23/2015,1907577,3357,543431,151,143,1245,1965,613,3062,5374,14,14,1736,5565,831,6078,12991,4,22,26,376,2242,5243,508,3194,6448,1344,9278,19451,19.00995779,25.50917365,1965,5374,5565,26,1147,5243,143,0,613,26,4,125,376,559,1693,3783,0,105,2604,1245,0,3062,14,1736,22,916,2242,38,1575291,5342623,31895,595,0,2230,48806,2471,0,50683,0,2230,76251,50683,2/23/2015 0:00,2.54474,2.3599,4823,7280,19178,1934,812660
3/2/2015,1737737,3235,420093,145,125,1514,2088,390,2411,4155,7,7,1231,3589,573,5194,9905,6,22,29,326,2493,5236,477,3448,6424,1062,8650,16348,17.88520387,22.46221489,2088,4155,3589,29,1148,5236,125,0,390,14,6,138,326,441,1351,2328,0,84,2400,1514,0,2411,7,1231,22,925,2493,55,1658313,5147726,32129,604,0,2301,48364,2138,0,49724,0,2301,72780,49724,3/2/2015 0:00,2.47227,2.33472,4639,7116,18441,1912,789858
3/9/2015,1593537,3648,358001,138,95,1345,1841,273,1845,3072,12,12,851,2560,416,4067,7543,4,28,35,319,2913,5496,478,4011,6853,895,8093,14400,17.38822164,21.24175776,1841,3072,2560,35,1310,5496,95,0,273,9,4,146,319,391,951,1687,2,92,2237,1345,0,1845,12,851,28,1067,2913,60,1615758,5454915,33949,615,0,2378,46543,1769,0,48065,0,2378,67791,48065,3/9/2015 0:00,2.35665,2.21286,4710,6748,17833,1907,805881
3/16/2015,1507741,3701,296866,139,102,1012,1468,171,1550,2465,4,4,636,1606,301,3211,5574,8,27,37,284,2869,5276,465,3827,6578,772,7086,12167,16.5228746,19.56738501,1468,2465,1606,37,1225,5276,102,0,171,4,8,163,284,348,743,954,0,133,2077,1012,0,1550,4,636,27,929,2869,49,1491076,5398191,32555,622,0,2524,42886,1554,0,45462,0,2524,62180,45462,3/16/2015 0:00,2.17008,2.07619,4559,6084,16695,1883,804117
3/23/2015,1347530,3412,267471,134,48,642,1070,115,1153,1751,8,8,425,1077,184,2238,3929,4,23,28,206,2875,5030,386,3790,6257,570,6042,10189,15.12466206,17.76851577,1070,1751,1077,28,1183,5030,48,0,115,6,4,162,206,374,483,642,0,131,1929,642,0,1153,8,425,23,890,2875,59,1343918,5306849,30472,613,0,2426,39948,1267,0,42541,0,2426,57343,42541,3/23/2015 0:00,2.04297,2.01267,4418,6003,16122,1848,801027
3/30/2015,1231558,3358,220383,118,37,418,748,68,781,1190,7,7,268,669,111,1482,2629,4,22,26,181,2441,4327,284,3285,5374,398,4768,8007,13.59217766,16.25918856,748,1190,669,26,1007,4327,37,0,68,0,4,86,181,289,341,401,0,97,1697,418,0,781,7,268,22,821,2441,44,1051285,5213587,30499,485,0,2014,35079,890,0,36075,0,2014,49246,36075,3/30/2015 0:00,1.954,1.94192,4174,5623,14975,1819,771143
4/6/2015,1117979,3426,201521,125,23,420,634,34,692,1060,2,2,194,448,61,1314,2154,2,36,39,72,2248,3605,159,2853,4431,220,4172,6591,12.43591272,14.49240309,634,1060,448,39,760,3605,23,0,34,1,2,73,72,191,334,251,0,123,1281,420,0,692,2,194,36,564,2248,55,1579119,5088083,31121,585,0,2415,33548,608,0,35552,0,2415,45479,35552,4/6/2015 0:00,1.72287,1.74809,3903,4634,13733,1820,785602
4/13/2015,1163758,3182,170480,128,16,319,449,38,549,759,3,3,151,297,56,1028,1521,9,21,30,62,1903,2893,164,2390,3611,220,3424,5139,10.96100903,12.4394849,449,759,297,30,648,2893,16,0,38,1,9,83,62,113,172,144,0,103,926,319,0,549,3,151,21,462,1903,38,1530311,4332342,32625,663,0,2409,31238,540,0,32891,0,2409,41312,32891,4/13/2015 0:00,1.53694,1.50367,3448,4214,12044,1813,800974
4/20/2015,1137222,3191,173490,144,8,269,358,19,561,701,0,0,84,156,31,914,1221,7,17,27,43,1421,2121,116,1962,2809,148,2879,4035,9.495069424,10.54626242,358,701,156,27,651,2121,8,0,19,0,7,61,43,80,121,69,1,66,644,269,0,561,0,84,17,524,1421,40,1564912,6106155,30797,630,0,2548,30321,393,0,30459,0,2548,38260,30459,4/20/2015 0:00,1.38283,1.43494,3182,4011,10860,1768,756827
4/27/2015,1017669,3269,162900,114,6,229,288,6,443,531,0,0,90,171,14,764,994,2,25,27,16,1136,1556,51,1543,2049,65,2309,3045,8.269761112,8.948250022,288,531,171,27,456,1556,6,0,6,0,2,28,16,53,82,81,0,48,404,229,0,443,0,90,25,380,1136,53,1452323,5282660,29973,535,0,2273,27921,242,0,28125,0,2273,34029,28125,4/27/2015 0:00,1.46265,1.45673,3203,4280,11095,1753,761638
5/4/2015,938645,3433,155513,140,5,197,236,3,408,469,0,0,78,133,12,687,844,2,26,32,15,958,1316,34,1352,1778,46,2045,2629,7.568187706,7.875029954,236,469,133,32,426,1316,5,0,3,0,2,11,15,33,58,54,4,47,340,197,0,408,0,78,26,368,958,49,1612829,4802625,31838,645,0,2580,27021,323,0,27279,0,2580,33384,27279,5/4/2015 0:00,1.38934,1.42836,3106,4079,10694,1735,748690
5/11/2015,939807,3563,154694,123,5,223,247,3,463,494,0,0,84,107,8,773,851,1,17,18,8,724,961,26,1044,1332,34,1817,2184,7.100984837,7.047889506,247,494,107,18,352,961,5,0,3,0,1,17,8,19,28,23,0,32,229,223,0,463,0,84,17,303,724,57,1480904,5056228,29825,543,0,2780,25588,223,0,25491,0,2780,30988,25491,5/11/2015 0:00,1.3468,1.35297,2805,3641,9671,1688,714799
5/18/2015,898160,3247,157539,116,0,210,221,2,599,622,0,0,90,113,3,904,962,0,17,17,4,583,723,22,806,1001,25,1713,1966,7.115264798,6.830895382,221,622,113,17,257,723,0,0,2,0,0,17,4,11,21,23,0,38,135,210,0,599,0,90,17,202,583,57,1450321,5262469,28012,576,0,2719,24075,140,0,24219,0,2719,28781,24219,5/18/2015 0:00,1.25452,1.33093,2754,3296,9024,1622,678023
5/25/2015,869545,3410,162743,129,0,182,194,2,689,710,0,0,125,132,3,998,1038,1,9,11,0,398,496,8,586,722,11,1585,1761,7.006453894,6.615575341,194,710,132,11,212,496,0,0,2,0,1,7,0,12,19,6,1,29,98,182,0,689,0,125,9,176,398,59,1558692,5258594,27281,590,0,2630,22622,143,0,22881,0,2630,26619,22881,5/25/2015 0:00,1.21636,1.28422,2593,2714,7913,1579,616171
6/1/2015,812639,3228,166916,138,0,191,197,1,1109,1127,0,0,131,154,1,1432,1479,0,10,10,0,362,405,12,593,665,13,2026,2145,8.610284743,7.861750476,197,1127,154,10,233,405,0,0,1,0,0,12,0,6,17,23,0,17,42,191,0,1109,0,131,10,204,362,67,1419159,4915885,26983,648,0,3115,23530,86,0,22812,0,3115,27284,22812,6/1/2015 0:00,1.16734,1.13889,2211,2345,6946,1505,609891
