date,Cases of acute respiratory infections,Cases of severe acute respiratory infections,Cases of influenza-like illnesses,Reported deaths caused by severe acute respiratory infections,A H1N12009 - Sentinel surveillance,A H1N12009 - Undefined surveillance,A H1N12009 - All types of surveillance,A H3 - Sentinel surveillance,A H3 - Undefined surveillance,A H3 - All types of surveillance,A H5 - Undefined surveillance,A H5 - All types of surveillance,A (unknown subtype) - Undefined surveillance,A (unknown subtype) - All types of surveillance,Influenza A - Sentinel surveillance,Influenza A - Undefined surveillance,Influenza A - All types of surveillance,B Victoria - Sentinel surveillance,B Victoria - Undefined surveillance,B Victoria - All types of surveillance,B (unknown lineage) - Sentinel surveillance,B (unknown lineage) - Undefined surveillance,B (unknown lineage) - All types of surveillance,Influenza B - Sentinel surveillance,Influenza B - Undefined surveillance,Influenza B - All types of surveillance,All strains - Sentinel surveillance,All strains - Undefined surveillance,All strains - All types of surveillance,Share of positive tests - Undefined surveillance,Share of positive tests - All types of surveillance,A H1N12009,A H3,A (unknown subtype),B Victoria,B Yamagata,B (unknown lineage),A H1N12009.1,A H1.1,A H3.1,A (unknown subtype).1,B Victoria.1,B Yamagata.1,B (unknown lineage).1,A H1N12009.2,A H3.2,A (unknown subtype).2,B Victoria.2,B Yamagata.2,B (unknown lineage).2,A H1N12009.3,A H1.3,A H3.3,A H5.3,A (unknown subtype).3,B Victoria.3,B Yamagata.3,B (unknown lineage).3,reported_sari_icu,outpatients_ari,outpatients_ili,inpatients_sari,inpatients_sari_icu,inf_negativenonsentinel,inf_negativenotdefined,spec_processed_nbnotdefined,spec_processed_nbsentinel,spec_received_nbnonsentinel,spec_received_nbnotdefined,spec_received_nbsentinel,inf_negativecombined,spec_processed_nbcombined,spec_received_nbcombined,date,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,ILITOTAL,NUM. OF PROVIDERS,OT
9/5/2016,1038341,4846,115303,187,4,172,178,63,886,958,0,0,347,414,67,1419,1564,1,84,85,6,198,263,10,320,389,77,1741,1955,9.332618601,6.637468595,178,958,414,85,37,263,4,0,63,0,1,3,6,2,9,67,0,0,59,172,0,886,0,347,84,34,198,248,2022255,1098675,59588,789,7619,13577,18655,494,7732,15034,400,21578,29454,23166,9/5/2016 0:00,1.01605,1.10028,1883,2604,6623,1347,601938
9/12/2016,1096741,4606,126689,195,17,151,173,72,1143,1229,0,0,224,311,91,1522,1717,4,82,87,10,192,266,20,299,384,111,1821,2101,9.420589757,6.596546311,173,1229,311,87,27,266,17,0,72,2,4,6,10,5,14,85,1,0,64,151,0,1143,0,224,82,21,192,241,2046356,976044,59165,718,8595,13994,19330,652,8727,14858,553,23094,31850,24138,9/12/2016 0:00,1.07169,1.1457,2026,3073,7639,1365,666755
9/19/2016,1261539,4782,155131,206,6,139,145,110,1218,1334,0,0,226,333,116,1588,1817,4,84,88,8,200,278,17,305,392,133,1893,2209,9.112351978,6.423752472,145,1334,333,88,25,278,6,0,110,0,4,5,8,0,6,107,0,0,70,139,0,1218,0,226,84,20,200,220,2046218,1178268,62702,696,9254,14773,20774,785,9418,16658,622,24562,34388,26698,9/19/2016 0:00,1.10163,1.2189,2341,3298,8229,1363,675119
9/26/2016,1229220,4970,160806,198,10,101,112,92,1066,1166,0,0,168,291,104,1345,1579,12,99,111,5,151,243,18,273,378,122,1619,1958,8.1652209,5.682444786,112,1166,291,111,20,243,10,0,92,1,12,1,5,1,8,121,0,0,87,101,0,1066,0,168,99,19,151,235,2090228,1103716,64362,669,10407,13858,19828,819,10596,16522,696,24904,34457,27814,9/26/2016 0:00,1.18841,1.31113,2413,3334,8505,1389,648678
10/3/2016,1394532,4885,173011,179,12,96,114,113,1098,1223,0,0,132,298,125,1332,1641,6,92,98,2,170,275,14,302,421,139,1634,2062,7.947470817,4.82700501,114,1223,298,98,44,275,12,0,113,0,6,6,2,6,11,166,0,2,103,96,0,1098,0,132,92,36,170,190,2048737,1435070,64755,665,13170,14505,20560,1428,13380,18108,898,28495,42718,32386,10/3/2016 0:00,1.2019,1.27386,3110,4169,10864,1946,852842
10/10/2016,1403254,5247,175787,214,16,98,117,117,1050,1189,0,0,104,244,133,1258,1556,7,87,94,4,158,251,17,281,387,150,1539,1943,7.388382141,4.353573829,117,1189,244,94,40,251,16,0,117,0,7,6,4,3,22,140,0,0,89,98,0,1050,0,104,87,34,158,188,1839329,1410885,74887,693,13862,15090,20830,1639,14053,18884,970,29845,44630,33907,10/10/2016 0:00,1.23108,1.29342,3207,4078,10997,1973,850228
10/17/2016,1423699,5510,185050,182,18,46,66,204,1233,1467,0,0,100,268,226,1385,1807,10,84,94,1,130,237,22,260,389,248,1646,2197,7.165868524,4.494221131,66,1467,268,94,46,237,18,0,204,3,10,10,1,2,29,165,0,0,106,46,0,1233,0,100,84,36,130,204,1841022,1501652,64972,691,14898,16850,22970,1920,15110,19962,1140,32750,48885,36212,10/17/2016 0:00,1.26796,1.33097,3564,4452,11926,1983,896035
10/24/2016,1393250,5720,175323,205,15,74,92,222,1307,1577,0,0,104,301,241,1492,1977,3,63,66,7,116,220,15,215,327,256,1708,2305,7.596175228,4.716691563,92,1577,301,66,36,220,15,0,222,1,3,4,7,3,45,196,0,0,97,74,0,1307,0,104,63,32,116,171,2009573,1478757,63734,704,15081,16355,22485,2008,15312,20200,1168,32465,48869,36680,10/24/2016 0:00,1.36298,1.42662,3786,4769,12648,2006,886570
10/31/2016,1287824,5668,268083,188,23,67,95,224,1392,1680,0,0,144,446,256,1603,2223,10,80,92,4,135,284,23,249,420,279,1855,2646,8.459118063,5.237218692,95,1680,446,92,35,284,23,0,224,6,10,7,4,5,64,295,2,1,145,67,0,1392,0,144,80,27,135,178,1869992,4009983,63091,644,16333,15341,21929,2197,16652,20637,1296,32841,50523,38585,10/31/2016 0:00,1.48535,1.57071,4314,5287,13790,1999,877947
11/7/2016,1382448,5857,276410,172,17,60,85,288,1776,2163,0,0,104,528,313,1941,2780,8,71,79,7,144,302,20,239,410,333,2183,3193,9.279095469,5.914277247,85,2163,528,79,18,302,17,0,288,4,8,1,7,8,95,420,0,0,151,60,0,1776,0,104,71,17,144,153,1734366,4023157,64549,675,17419,16096,23526,2208,17811,21468,1275,34638,53988,40554,11/7/2016 0:00,1.55954,1.65146,4703,5193,14258,1990,863356
11/14/2016,1405091,6059,301856,163,26,66,99,445,1789,2433,0,0,175,825,514,2033,3397,10,89,99,25,134,321,47,250,460,561,2283,3857,9.915309446,6.816173612,99,2433,825,99,31,321,26,0,445,2,10,6,25,7,179,647,0,1,162,66,0,1789,0,175,89,24,134,219,1849513,4338690,63218,736,18569,15294,23025,2513,19060,21900,1351,35030,56586,42311,11/14/2016 0:00,1.64783,1.73309,4979,5610,15160,2000,874739
11/21/2016,1505338,6526,307784,184,11,84,103,447,1998,2738,0,0,162,1164,534,2247,4070,14,60,78,17,134,353,35,223,468,569,2471,4539,10.15201315,7.765080234,103,2738,1164,78,31,353,11,0,447,24,14,4,17,8,290,978,4,3,202,84,0,1998,0,162,60,23,134,166,2163534,3859150,63324,664,17900,16359,24340,2438,18520,22551,1098,35185,58454,42169,11/21/2016 0:00,1.91275,2.03388,5032,4567,14208,2011,698566
11/28/2016,1592014,7111,336223,224,21,69,103,805,2310,3764,0,0,211,1736,943,2608,5652,17,42,61,37,184,455,85,246,576,1028,2860,6234,11.95402299,9.783581035,103,3764,1736,61,33,455,21,0,805,24,17,11,37,8,578,1500,2,9,234,69,0,2310,0,211,42,13,184,165,2037704,4050460,67734,640,20827,14953,23925,3378,21542,22938,1713,37156,63719,46193,11/28/2016 0:00,1.81725,1.88331,5209,5655,16605,2001,881694
12/5/2016,1703964,6749,389657,145,37,81,124,1140,2880,5411,0,0,258,2934,1334,3235,8565,27,48,83,16,151,450,78,217,602,1414,3476,9192,13.4504508,13.28534883,124,5411,2934,83,39,450,37,0,1140,22,27,11,16,5,1288,2635,8,14,283,81,0,2880,0,258,48,13,151,144,1730009,3822073,65226,659,19688,15932,25843,3754,20564,24345,1880,37049,69189,46789,12/5/2016 0:00,1.91433,2.00292,5501,5812,16961,2013,846813
12/12/2016,1852659,6967,471355,128,34,100,153,1788,2865,6774,0,0,412,5273,1975,3394,12332,36,55,100,33,147,459,116,232,663,2106,3642,13011,14.24102604,16.88643738,153,6774,5273,100,58,459,34,0,1788,24,36,23,33,10,1992,4801,9,20,278,100,0,2865,0,412,55,15,147,122,1945612,3754320,64006,653,21907,15081,25574,4608,23476,25163,2244,38480,77050,50883,12/12/2016 0:00,2.21003,2.27731,5744,6724,18463,2000,810736
12/19/2016,1900585,6327,551339,145,44,144,201,2331,3471,8926,0,0,649,9427,2602,4288,18793,47,48,103,30,167,706,145,243,924,2801,4541,19727,16.98459007,22.54102107,201,8926,9427,103,67,706,44,0,2331,40,47,35,30,11,3016,8595,8,13,506,144,0,3471,0,649,48,18,167,94,1785176,3916720,65390,719,24030,14667,26736,5268,26934,26149,2505,40160,87516,55588,12/19/2016 0:00,2.73568,2.91465,6653,7469,21565,1977,739882
12/26/2016,1731920,6475,566314,164,36,216,271,2799,3061,9685,0,0,1128,13476,3065,4458,23748,67,38,116,34,124,762,152,175,989,3217,4639,24743,19.43850828,26.44839234,271,9685,13476,116,69,762,36,0,2799,52,67,43,34,19,3774,12119,10,19,601,216,0,3061,0,1128,38,4,124,84,1629349,3672335,61108,650,28615,11983,23865,5766,33273,24462,3287,42071,93552,61022,12/26/2016 0:00,3.36832,3.54919,7712,7144,24900,1928,701569
1/2/2017,1547581,7533,597198,204,60,311,386,3416,4242,10983,0,0,1592,13917,3708,6213,25426,55,54,120,40,167,800,185,280,1092,3928,6507,26559,19.70922308,24.68928077,386,10983,13917,120,148,800,60,0,3416,196,55,80,40,12,3180,12126,10,18,593,311,0,4242,0,1592,54,50,167,179,1449623,3196613,69636,927,30354,16953,33015,6788,35028,30419,3932,49017,107573,69379,1/2/2017 0:00,3.09689,3.08102,6716,6786,24178,2024,784740
1/9/2017,1816812,6911,590601,217,60,338,415,3998,4870,13006,0,0,1707,14242,4373,6979,27807,63,68,140,61,213,1004,233,339,1356,4641,7325,29188,20.62741122,25.59048905,415,13006,14242,140,171,1004,60,0,3998,265,63,97,61,17,3990,12258,9,27,729,338,0,4870,0,1707,68,47,213,178,1796043,4090116,72785,945,29787,17501,35511,7771,35198,32885,4348,49245,114058,72431,1/9/2017 0:00,3.07346,3.01875,6020,8843,24897,1997,824746
1/16/2017,1840299,6484,599973,203,73,403,533,4415,3974,12138,0,0,1661,13958,4737,6056,26823,96,48,158,66,210,1285,304,303,1681,5069,6369,28533,18.69880508,25.61931527,533,12138,13958,158,208,1285,73,0,4415,189,96,141,66,39,3610,12096,7,28,1008,403,0,3974,0,1661,48,36,210,164,2106129,4091945,73662,1032,30015,17496,34061,7866,36732,31415,4278,49309,111373,72425,1/16/2017 0:00,3.51643,3.40446,6399,12147,28781,2029,845391
1/23/2017,1950595,6371,606012,226,59,515,629,4328,3139,10646,0,0,1681,14478,4713,5358,25852,101,57,171,77,222,1606,356,323,2041,5094,5689,27911,18.34865344,25.72466106,629,10646,14478,171,243,1606,59,0,4328,227,101,166,77,30,3102,12550,7,36,1307,515,0,3139,0,1681,57,39,222,148,2171819,4113110,74595,959,31001,15450,31005,7897,38052,28265,4568,48344,108499,70885,1/23/2017 0:00,3.8027,3.52869,6958,14073,31265,2021,886023
1/30/2017,1896444,6538,576658,194,68,643,771,4198,3117,10323,0,0,1503,15516,4521,5276,26668,124,74,209,81,236,2149,457,354,2770,5006,5638,29453,17.99840383,26.12193132,771,10323,15516,209,346,2149,68,0,4198,202,124,249,81,39,2910,13803,2,53,1830,643,0,3117,0,1503,74,41,236,164,2145008,4109233,73478,939,32559,16561,31325,8044,41435,28532,5086,51266,112752,75053,1/30/2017 0:00,4.50313,4.10665,7452,17482,36517,2024,889216
2/6/2017,1940677,7028,440294,263,76,652,755,4268,2952,9586,0,0,1455,15723,4533,5074,26113,161,69,253,99,280,3040,560,409,3695,5111,5485,29814,17.36199038,25.58087655,755,9586,15723,253,393,3040,76,0,4268,160,161,296,99,23,2307,14102,10,41,2657,652,0,2952,0,1455,69,56,280,207,2144024,4191405,75965,987,36403,17067,31592,8145,47995,29400,5521,55561,116548,82916,2/6/2017 0:00,5.06308,4.7551,8110,20150,42890,2027,901978
2/13/2017,1934864,6952,385637,282,84,719,831,3589,2584,7982,2,2,1534,14726,3802,4849,23573,200,73,286,163,330,3961,735,477,4753,4551,5329,28332,18.06808164,25.22435897,831,7982,14726,286,476,3961,84,0,3589,107,200,357,163,21,1794,13078,11,47,3460,719,0,2584,2,1534,73,66,330,205,2240030,3907604,75928,998,37258,15467,29494,7446,49356,28390,5335,54853,112320,83081,2/13/2017 0:00,4.86009,4.65163,7726,18692,41035,1967,882163
2/20/2017,1840338,7154,347034,259,93,1010,1123,3066,2531,6660,0,0,1639,13505,3263,5183,21298,207,94,308,145,377,4336,801,563,5327,4075,5748,26632,17.42980169,24.08740639,1123,6660,13505,308,581,4336,93,0,3066,91,207,424,145,14,1055,11767,7,65,3809,1010,0,2531,0,1639,94,84,377,205,2176941,4246242,75428,942,35666,18511,32978,6902,47381,29761,5065,56223,110564,82207,2/20/2017 0:00,4.57916,4.57049,7649,17300,40124,1987,877892
2/27/2017,1811544,7349,303419,272,65,1300,1377,1969,2313,5067,0,0,1238,8927,2117,4856,15381,222,150,379,164,461,4138,848,701,5176,2969,5570,20573,17.11634196,20.6129892,1377,5067,8927,379,583,4138,65,0,1969,62,222,430,164,8,782,7611,7,65,3509,1300,0,2313,0,1238,150,87,461,223,2080663,4107403,74004,1028,32437,18503,32542,5412,40431,29211,3995,52797,99806,73637,2/27/2017 0:00,3.55674,3.45522,6129,12394,30183,1995,873547
3/6/2017,1660561,7357,283941,263,62,1441,1513,1619,1938,4051,0,0,981,6913,1734,4364,12486,204,184,397,191,505,4458,846,798,5472,2582,5165,17962,16.39474352,19.23085159,1513,4051,6913,397,600,4458,62,0,1619,44,204,447,191,7,490,5887,7,51,3758,1441,0,1938,0,981,184,100,505,215,2157114,4139659,72950,944,31070,18534,31504,4802,38487,28322,3625,51315,93402,70434,3/6/2017 0:00,3.50417,3.29505,5854,11552,28060,1971,851580
3/13/2017,1692385,6935,270220,221,44,1333,1386,1196,1321,2863,0,0,749,5517,1265,3408,9773,207,262,485,177,534,4865,923,910,6073,2190,4318,15846,14.67609272,18.20186774,1386,2863,5517,485,691,4865,44,0,1196,22,207,511,177,7,345,4745,13,60,4149,1333,0,1321,0,749,262,112,534,234,2025448,4089372,76663,1036,29632,17690,29422,4213,36598,26695,3238,48944,87057,66531,3/13/2017 0:00,3.21511,3.16426,5503,10084,25484,1958,805370
3/20/2017,1639637,6438,262943,193,43,1008,1060,1038,958,2241,0,0,605,4455,1088,2572,7757,258,220,488,199,640,5512,1064,944,6772,2152,3517,14530,13.78458885,18.25422749,1060,2241,4455,488,748,5512,43,0,1038,7,258,589,199,9,245,3843,10,73,4673,1008,0,958,0,605,220,79,640,307,1983458,4108022,75465,1040,28252,14540,25514,4072,35188,24151,3212,44313,79598,62551,3/20/2017 0:00,3.10088,3.14433,5514,11503,27354,1940,869946
3/27/2017,1585390,6408,248633,211,37,1180,1221,808,945,1993,0,0,635,3436,849,2762,6654,227,348,580,283,603,5569,1164,1068,6973,2015,3832,13630,13.29355443,17.15738724,1221,1993,3436,580,800,5569,37,0,808,4,227,634,283,4,239,2797,4,46,4683,1180,0,945,0,635,348,113,603,290,2164299,4126782,75814,945,26478,18240,28826,3682,32481,25250,3049,46174,79441,60780,3/27/2017 0:00,2.79056,2.87936,5145,10149,24342,1899,845397
4/3/2017,1504711,6128,225602,218,30,770,806,486,791,1460,0,0,437,2202,520,2003,4473,200,304,515,194,659,4720,939,1049,5947,1459,3052,10422,12.4196305,15.10522349,806,1460,2202,515,680,4720,30,0,486,4,200,517,194,3,183,1761,11,72,3867,770,0,791,0,437,304,83,659,285,2137168,3825032,76250,1170,24284,14573,24574,2980,28713,21104,2308,40096,68996,52125,4/3/2017 0:00,2.38547,2.36977,4488,8178,19677,1906,830332
4/10/2017,1227333,5915,198579,182,14,773,791,328,715,1129,0,0,381,1449,344,1870,3371,150,353,512,115,570,3662,724,1013,4811,1072,2886,8185,11.70411226,13.32758003,791,1129,1449,512,591,3662,14,0,328,2,150,440,115,2,86,1066,4,60,2974,773,0,715,0,381,353,85,570,328,1431884,3317581,69991,928,21816,15682,24658,2211,25001,21258,1719,38491,61414,47978,4/10/2017 0:00,1.9703,1.93853,3909,5847,15548,1861,802052
4/17/2017,1353927,6112,211100,186,16,583,604,226,635,928,1,1,343,1033,245,1562,2566,132,311,449,128,606,2977,603,986,3900,849,2548,6466,10.97518952,11.50718087,604,928,1033,449,464,2977,16,0,226,3,132,340,128,5,67,687,6,59,2243,583,0,635,1,343,311,64,606,335,2108911,3880887,74378,983,19949,14393,23216,2005,22091,19516,1549,35383,56191,43156,4/17/2017 0:00,1.73442,1.64064,3306,4683,13006,1845,792740
4/24/2017,1279339,5720,205916,175,17,753,770,177,655,900,0,0,292,710,196,1705,2385,111,274,391,79,645,2239,433,983,3012,629,2688,5397,10.99386503,10.0377555,770,900,710,391,367,2239,17,0,177,2,111,234,79,0,68,416,6,69,1515,753,0,655,0,292,274,59,645,266,2008895,3951623,56975,1068,17523,15632,24450,1766,18795,19880,1304,34072,53767,39979,4/24/2017 0:00,1.56303,1.4752,2997,4497,11924,1846,808298
5/1/2017,1127663,5990,188946,186,9,683,694,113,698,865,0,0,156,461,124,1538,2021,52,286,344,63,566,1825,286,925,2472,411,2464,4494,10.52541649,9.349255222,694,865,461,344,287,1825,9,0,113,2,52,157,63,2,54,303,5,58,1195,683,0,698,0,156,286,69,566,396,1897738,3810634,73095,951,15263,15695,23410,1354,16223,19256,1044,31731,48068,36523,5/1/2017 0:00,1.4128,1.37755,2890,4105,10762,1795,781240
5/8/2017,1171487,5966,195984,159,6,556,566,120,821,966,0,0,213,505,128,1594,2043,65,247,315,53,508,1731,287,828,2336,415,2423,4380,9.880117436,9.060069502,566,966,505,315,284,1731,6,0,120,2,65,165,53,4,25,290,3,49,1169,556,0,821,0,213,247,70,508,358,2172778,3408478,73783,1031,14486,16671,24524,1203,15302,19504,889,31782,48344,35695,5/8/2017 0:00,1.27492,1.33771,2751,3831,10202,1767,762648
5/15/2017,1256195,6746,209774,159,10,606,618,79,1101,1200,0,0,204,477,90,1913,2298,63,206,274,50,448,1498,260,723,2034,350,2638,4334,10.58927425,9.138639958,618,1200,477,274,251,1498,10,0,79,1,63,140,50,1,20,272,4,44,1000,606,0,1101,0,204,206,66,448,414,2190849,4022008,72945,838,13597,16686,24912,1095,14292,19577,788,30857,47425,34657,5/15/2017 0:00,1.2834,1.34686,2685,3518,9809,1746,728288
5/22/2017,1090142,6972,219336,214,10,507,523,46,1169,1231,0,0,311,518,56,1996,2280,33,180,217,34,418,1201,164,677,1644,222,2674,3927,10.12112036,8.488241397,523,1231,518,217,210,1201,10,0,46,0,33,96,34,5,16,207,4,49,749,507,0,1169,0,311,180,65,418,370,2092736,3944692,72652,986,12263,18103,26420,871,12821,18392,640,30852,46264,31853,5/22/2017 0:00,1.16663,1.26579,2341,3060,8564,1614,676574
5/29/2017,1024949,7004,228502,190,3,493,496,45,1408,1468,0,0,363,551,48,2278,2529,58,122,181,22,346,898,157,530,1257,206,2810,3789,11.0760741,8.680014661,496,1468,551,181,170,898,3,0,45,0,58,73,22,0,15,188,1,39,530,493,0,1408,0,363,122,58,346,366,2028263,3718997,71166,1006,11159,16887,25370,755,11644,18002,550,28454,43652,30196,5/29/2017 0:00,1.10977,1.25701,2311,2575,7756,1569,617021
6/5/2017,1019357,7663,232335,171,7,447,458,39,1606,1649,0,0,486,626,49,2544,2739,28,149,178,22,311,637,124,546,1010,173,3090,3749,11.63666491,9.022864019,458,1649,626,178,175,637,7,0,39,0,28,71,22,1,4,140,1,35,304,447,0,1606,0,486,149,69,311,380,2215231,3836684,69497,874,10301,17650,26554,564,10662,17985,457,28322,41550,29104,6/5/2017 0:00,1.04333,1.16048,2412,2377,7510,1493,647145
6/12/2017,968743,7694,243409,228,9,355,365,51,1822,1878,0,0,531,677,61,2710,2922,15,133,150,9,303,521,75,540,844,136,3252,3768,12.00044282,9.230543103,365,1878,677,150,163,521,9,0,51,1,15,51,9,1,5,145,2,18,209,355,0,1822,0,531,133,94,303,333,2044225,3877468,70236,1034,9275,18070,27099,576,9568,17461,398,27668,40821,27427,6/12/2017 0:00,0.905151,1.04834,2049,2099,6636,1470,633003
6/19/2017,944255,8207,236015,217,9,324,334,44,2117,2173,0,0,595,708,53,3044,3223,16,101,119,8,298,454,62,502,729,115,3548,3954,13.59022484,10.3151414,334,2173,708,119,146,454,9,0,44,0,16,38,8,1,12,113,2,15,148,324,0,2117,0,595,101,93,298,330,1910249,3879909,67054,986,8231,17024,26107,526,8455,16837,388,25572,38332,25680,6/19/2017 0:00,0.902718,0.992711,1930,1971,6240,1469,628582
6/26/2017,878608,7665,225733,205,8,373,382,44,2639,2686,0,0,560,667,53,3574,3737,7,107,114,7,270,381,45,507,664,98,4083,4403,15.6761115,11.87496629,382,2686,667,114,160,381,8,0,44,1,7,31,7,1,3,106,0,8,104,373,0,2639,0,560,107,121,270,284,1821441,3594007,72606,978,7308,16675,26046,542,7498,17001,361,24304,37078,24860,6/26/2017 0:00,0.859531,0.961603,1771,1748,5596,1422,581945
7/3/2017,894607,7562,225686,152,14,506,520,39,3324,3368,0,0,420,510,53,4251,4399,9,78,87,5,319,416,29,530,657,82,4788,5063,16.96248273,13.17014801,520,3368,510,87,145,416,14,0,39,0,9,15,5,0,5,90,0,6,92,506,0,3324,0,420,78,124,319,248,2001838,3767091,74270,918,6917,18030,28227,408,7071,19292,295,25222,38443,26658,7/3/2017 0:00,0.818998,0.955818,1728,1564,5326,1456,557219
7/10/2017,871406,7054,213225,202,10,441,451,36,3940,3984,0,0,401,504,47,4783,4940,5,89,94,11,313,398,26,511,612,73,5301,5559,19.18983493,14.58213105,451,3984,504,94,117,398,10,0,36,1,5,10,11,0,8,102,0,1,74,441,0,3940,0,401,89,106,313,248,2239462,3544838,72688,952,7234,16945,27624,505,7394,19764,347,24483,38122,27505,7/10/2017 0:00,0.752505,0.827597,1545,1578,4961,1405,599446
7/17/2017,828769,7457,207750,128,14,420,434,32,4102,4142,0,0,464,556,46,4990,5136,0,86,86,9,250,311,16,498,568,63,5495,5712,20.56973871,15.65875322,434,4142,556,86,167,311,14,0,32,0,0,7,9,0,8,92,0,2,52,420,0,4102,0,464,86,158,250,130,1968496,3927673,71347,854,7046,16302,26714,454,7178,19399,354,23661,36478,26931,7/17/2017 0:00,0.731146,0.811886,1549,1421,4747,1384,584688
7/24/2017,833137,6993,200253,177,17,389,406,38,3841,3890,0,0,396,481,59,4627,4778,1,88,89,3,259,315,25,506,586,84,5136,5367,19.69098647,15.27493169,406,3890,481,89,176,315,17,0,38,4,1,21,3,0,11,81,0,2,53,389,0,3841,0,396,88,153,259,102,2276033,3556376,70237,943,6633,16025,26083,444,6755,19356,367,22979,35136,26478,7/24/2017 0:00,0.733295,0.818527,1576,1515,4879,1377,596071
7/31/2017,809128,7098,174027,151,23,623,649,54,2927,2993,0,0,449,553,78,4002,4198,1,82,83,3,295,341,12,541,596,90,4547,4798,18.03077167,13.98874603,649,2993,553,83,170,341,23,0,54,1,1,8,3,3,12,103,0,0,43,623,0,2927,0,449,82,162,295,116,2032079,3501357,64463,848,6594,16773,25218,463,6725,19063,385,23720,34299,26173,7/31/2017 0:00,0.73102,0.829758,1529,1485,4899,1390,590413
8/7/2017,822169,7375,181748,181,14,809,826,58,2598,2664,0,0,554,635,73,3974,4137,1,89,90,7,381,448,28,608,696,101,4583,4834,18.44636748,14.20135727,826,2664,635,90,155,448,14,0,58,1,1,20,7,2,8,80,0,0,60,809,0,2598,0,554,89,135,381,89,2064744,3459378,65015,976,6762,16704,24845,522,6893,18980,373,23773,34039,26246,8/7/2017 0:00,0.68834,0.828503,1559,1481,4915,1386,593239
8/14/2017,838427,6485,185773,176,14,685,701,47,2417,2476,0,0,551,625,64,3667,3816,0,52,52,1,373,417,13,604,660,77,4272,4477,17.12498998,12.7165824,701,2476,625,52,186,417,14,0,47,3,0,12,1,2,12,71,0,0,43,685,0,2417,0,551,52,174,373,87,2074044,3181176,64725,935,7494,16949,24946,440,7596,18997,353,24761,35206,26946,8/14/2017 0:00,0.732049,0.885896,1603,1691,5230,1350,590363
8/21/2017,871805,6357,193602,141,22,480,504,62,2207,2277,0,0,533,620,86,3230,3411,1,70,73,10,404,459,20,668,735,106,3899,4147,16.60208644,11.96273005,504,2277,620,73,202,459,22,0,62,2,1,9,10,2,8,85,2,0,45,480,0,2207,0,533,70,193,404,76,2090044,3492754,64324,872,8043,16181,23485,555,8160,17993,410,24577,34666,26563,8/21/2017 0:00,0.911188,1.05351,1964,2549,6653,1379,631507
8/28/2017,918753,6089,183605,147,38,434,472,74,2105,2191,0,0,445,571,113,2995,3245,0,54,54,7,375,454,15,617,705,128,3616,3954,15.59091105,11.28360253,472,2191,571,54,196,454,38,0,74,1,0,8,7,0,12,125,0,1,72,434,0,2105,0,445,54,187,375,68,2249814,3171784,61151,904,9222,16235,23193,579,9404,17871,486,25881,35042,27761,8/28/2017 0:00,1.02105,1.11768,2076,2726,7133,1370,638196
9/4/2017,1065513,6146,173351,154,27,419,447,121,1940,2069,0,0,464,599,150,2832,3124,0,81,81,3,372,452,24,665,767,174,3498,3892,15.02964682,10.59912854,447,2069,599,81,230,452,27,0,121,2,0,21,3,1,8,133,0,1,77,419,0,1940,0,464,81,208,372,77,2277164,2802595,63769,942,10185,16700,23274,673,10381,18604,469,27241,36720,29454,9/4/2017 0:00,1.09495,1.14028,2073,2488,7072,1384,620201
9/11/2017,1249658,5515,213792,182,33,382,417,127,1947,2090,0,0,438,594,160,2774,3108,2,94,96,14,367,458,39,664,782,199,3439,3891,14.13016682,9.931594262,417,2090,594,96,224,458,33,0,127,0,2,23,14,1,16,156,0,2,77,382,0,1947,0,438,94,199,367,75,2231039,3346816,69062,944,11382,17064,24338,904,11602,19449,719,29042,39178,31770,9/11/2017 0:00,1.09475,1.13326,2372,2942,8304,1485,732755
9/18/2017,1392534,5359,198435,154,9,255,269,113,1477,1603,0,0,342,493,125,2078,2369,2,70,72,10,356,446,33,627,741,158,2705,3110,11.2792928,7.717313085,269,1603,493,72,219,446,9,0,113,3,2,21,10,5,13,148,0,0,80,255,0,1477,0,342,70,198,356,74,2271548,2874505,71070,941,12487,17487,23982,1103,12699,19274,830,30663,40299,32803,9/18/2017 0:00,1.09775,1.17589,2544,3075,8563,1484,728214
9/25/2017,1327319,5278,202760,167,10,405,416,119,1319,1442,0,0,220,383,130,1954,2251,0,66,66,4,368,454,14,600,696,144,2554,2947,10.59311489,7.017502084,416,1442,383,66,169,454,10,0,119,1,0,10,4,1,4,162,0,0,82,405,0,1319,0,220,66,159,368,81,2251960,2814403,67618,910,13390,17279,24110,1160,13622,19609,961,31463,41995,34192,9/25/2017 0:00,1.18882,1.23848,2840,3201,9079,1468,733077
10/2/2017,1520418,5070,212275,175,26,514,553,139,1015,1183,0,0,129,409,171,1671,2156,0,50,50,7,292,434,37,497,671,208,2170,2829,9.426995091,5.860904514,553,1183,409,50,185,434,26,0,139,4,0,30,7,9,29,275,0,2,135,514,0,1015,0,129,50,153,292,85,2160187,3191489,66741,950,15190,16610,23019,1505,15532,20481,1041,32709,48269,37054,10/2/2017 0:00,1.26682,1.28278,3844,4553,12830,2205,1000168
